From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
P17612	P17612	reviewed	KAPCA_HUMAN	cAMP-dependent protein kinase catalytic subunit alpha (PKA C-alpha) (EC 2.7.11.11)	PRKACA PKACA	Homo sapiens (Human)	351
Q01433	Q01433	reviewed	AMPD2_HUMAN	AMP deaminase 2 (EC 3.5.4.6) (AMP deaminase isoform L)	AMPD2	Homo sapiens (Human)	879
Q8IXT5	Q8IXT5	reviewed	RB12B_HUMAN	RNA-binding protein 12B (RNA-binding motif protein 12B)	RBM12B	Homo sapiens (Human)	1001
P00533	P00533	reviewed	EGFR_HUMAN	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	EGFR ERBB ERBB1 HER1	Homo sapiens (Human)	1210
Q9BTL3	Q9BTL3	reviewed	RAMAC_HUMAN	RNA guanine-N7 methyltransferase activating subunit (Protein FAM103A1) (RNA guanine-7 methyltransferase activating subunit) (RNMT-activating mRNA cap methyltransferase subunit) (RNMT-activating mini protein) (RAM)	RAMAC C15orf18 FAM103A1 RAMMET	Homo sapiens (Human)	118
O75781	O75781	reviewed	PALM_HUMAN	Paralemmin-1 (Paralemmin)	PALM KIAA0270	Homo sapiens (Human)	387
P02042	P02042	reviewed	HBD_HUMAN	Hemoglobin subunit delta (Delta-globin) (Hemoglobin delta chain)	HBD	Homo sapiens (Human)	147
Q9H3P7	Q9H3P7	reviewed	GCP60_HUMAN	Golgi resident protein GCP60 (Acyl-CoA-binding domain-containing protein 3) (Golgi complex-associated protein 1) (GOCAP1) (Golgi phosphoprotein 1) (GOLPH1) (PBR- and PKA-associated protein 7) (Peripheral benzodiazepine receptor-associated protein PAP7) [Cleaved into: Golgi resident protein GCP60, N-terminally processed]	ACBD3 GCP60 GOCAP1 GOLPH1	Homo sapiens (Human)	528
Q9H772	Q9H772	reviewed	GREM2_HUMAN	Gremlin-2 (Cysteine knot superfamily 1, BMP antagonist 2) (DAN domain family member 3) (Protein related to DAN and cerberus)	GREM2 CKTSF1B2 DAND3 PRDC	Homo sapiens (Human)	168
Q9H6F5	Q9H6F5	reviewed	CCD86_HUMAN	Coiled-coil domain-containing protein 86 (Cytokine-induced protein with coiled-coil domain)	CCDC86 CYCLON	Homo sapiens (Human)	360
Q9NQG5	Q9NQG5	reviewed	RPR1B_HUMAN	Regulation of nuclear pre-mRNA domain-containing protein 1B (Cell cycle-related and expression-elevated protein in tumor)	RPRD1B C20orf77 CREPT	Homo sapiens (Human)	326
Q13547	Q13547	reviewed	HDAC1_HUMAN	Histone deacetylase 1 (HD1) (EC 3.5.1.98) (Protein deacetylase HDAC1) (EC 3.5.1.-) (Protein decrotonylase HDAC1) (EC 3.5.1.-)	HDAC1 RPD3L1	Homo sapiens (Human)	482
Q00613	Q00613	reviewed	HSF1_HUMAN	Heat shock factor protein 1 (HSF 1) (Heat shock transcription factor 1) (HSTF 1)	HSF1 HSTF1	Homo sapiens (Human)	529
Q9Y4G6	Q9Y4G6	reviewed	TLN2_HUMAN	Talin-2	TLN2 KIAA0320	Homo sapiens (Human)	2542
Q96TC7	Q96TC7	reviewed	RMD3_HUMAN	Regulator of microtubule dynamics protein 3 (RMD-3) (hRMD-3) (Cerebral protein 10) (Protein FAM82A2) (Protein FAM82C) (Protein tyrosine phosphatase-interacting protein 51) (TCPTP-interacting protein 51)	RMDN3 FAM82A2 FAM82C PTPIP51 hucep-10 UNQ3122/PRO10274	Homo sapiens (Human)	470
Q5JTV8	Q5JTV8	reviewed	TOIP1_HUMAN	Torsin-1A-interacting protein 1 (Lamin-associated protein 1B) (LAP1B)	TOR1AIP1 LAP1	Homo sapiens (Human)	583
Q8IWA5	Q8IWA5	reviewed	CTL2_HUMAN	Choline transporter-like protein 2 (Solute carrier family 44 member 2)	SLC44A2 CTL2 PSEC0210	Homo sapiens (Human)	706
O60486	O60486	reviewed	PLXC1_HUMAN	Plexin-C1 (Virus-encoded semaphorin protein receptor) (CD antigen CD232)	PLXNC1 VESPR	Homo sapiens (Human)	1568
Q53GS9	Q53GS9	reviewed	SNUT2_HUMAN	U4/U6.U5 tri-snRNP-associated protein 2 (Inactive ubiquitin-specific peptidase 39) (SAD1 homolog) (U4/U6.U5 tri-snRNP-associated 65 kDa protein) (65K)	USP39 CGI-21 HSPC332 PRO2855	Homo sapiens (Human)	565
P12956	P12956	reviewed	XRCC6_HUMAN	X-ray repair cross-complementing protein 6 (EC 3.6.4.-) (EC 4.2.99.-) (5'-deoxyribose-5-phosphate lyase Ku70) (5'-dRP lyase Ku70) (70 kDa subunit of Ku antigen) (ATP-dependent DNA helicase 2 subunit 1) (ATP-dependent DNA helicase II 70 kDa subunit) (CTC box-binding factor 75 kDa subunit) (CTC75) (CTCBF) (DNA repair protein XRCC6) (Lupus Ku autoantigen protein p70) (Ku70) (Thyroid-lupus autoantigen) (TLAA) (X-ray repair complementing defective repair in Chinese hamster cells 6)	XRCC6 G22P1	Homo sapiens (Human)	609
Q99547	Q99547	reviewed	MPH6_HUMAN	M-phase phosphoprotein 6	MPHOSPH6 MPP6	Homo sapiens (Human)	160
Q68E01	Q68E01	reviewed	INT3_HUMAN	Integrator complex subunit 3 (Int3) (SOSS complex subunit A) (Sensor of single-strand DNA complex subunit A) (SOSS-A) (Sensor of ssDNA subunit A)	INTS3 C1orf193 C1orf60	Homo sapiens (Human)	1043
O00410	O00410	reviewed	IPO5_HUMAN	Importin-5 (Imp5) (Importin subunit beta-3) (Karyopherin beta-3) (Ran-binding protein 5) (RanBP5)	IPO5 KPNB3 RANBP5	Homo sapiens (Human)	1097
P01034	P01034	reviewed	CYTC_HUMAN	Cystatin-C (Cystatin-3) (Gamma-trace) (Neuroendocrine basic polypeptide) (Post-gamma-globulin)	CST3	Homo sapiens (Human)	146
Q8N1F8	Q8N1F8	reviewed	S11IP_HUMAN	Serine/threonine-protein kinase 11-interacting protein (LKB1-interacting protein 1)	STK11IP KIAA1898 LIP1 LKB1IP STK11IP1	Homo sapiens (Human)	1088
Q8WWA1	Q8WWA1	reviewed	TMM40_HUMAN	Transmembrane protein 40	TMEM40	Homo sapiens (Human)	233
O43150	O43150	reviewed	ASAP2_HUMAN	Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2 (Development and differentiation-enhancing factor 2) (Paxillin-associated protein with ARF GAP activity 3) (PAG3) (Pyk2 C-terminus-associated protein) (PAP)	ASAP2 DDEF2 KIAA0400	Homo sapiens (Human)	1006
Q8N5D0	Q8N5D0	reviewed	WDTC1_HUMAN	WD and tetratricopeptide repeats protein 1	WDTC1 KIAA1037	Homo sapiens (Human)	677
Q4KMP7	Q4KMP7	reviewed	TB10B_HUMAN	TBC1 domain family member 10B (Rab27A-GAP-beta)	TBC1D10B FP2461	Homo sapiens (Human)	808
Q15149	Q15149	reviewed	PLEC_HUMAN	Plectin (PCN) (PLTN) (Hemidesmosomal protein 1) (HD1) (Plectin-1)	PLEC PLEC1	Homo sapiens (Human)	4684
Q92522	Q92522	reviewed	H1X_HUMAN	Histone H1.10 (Histone H1x)	H1-10 H1FX	Homo sapiens (Human)	213
Q86VM9	Q86VM9	reviewed	ZCH18_HUMAN	Zinc finger CCCH domain-containing protein 18 (Nuclear protein NHN1)	ZC3H18 NHN1	Homo sapiens (Human)	953
Q9NX55	Q9NX55	reviewed	HYPK_HUMAN	Huntingtin-interacting protein K (Huntingtin yeast partner K)	HYPK C15orf63 HSPC136	Homo sapiens (Human)	121
P35659	P35659	reviewed	DEK_HUMAN	Protein DEK	DEK	Homo sapiens (Human)	375
P17535	P17535	reviewed	JUND_HUMAN	Transcription factor JunD (Transcription factor AP-1 subunit JunD)	JUND	Homo sapiens (Human)	347
P35580	P35580	reviewed	MYH10_HUMAN	Myosin-10 (Cellular myosin heavy chain, type B) (Myosin heavy chain 10) (Myosin heavy chain, non-muscle IIb) (Non-muscle myosin heavy chain B) (NMMHC-B) (Non-muscle myosin heavy chain IIb) (NMMHC II-b) (NMMHC-IIB)	MYH10	Homo sapiens (Human)	1976
B5ME19	B5ME19	reviewed	EIFCL_HUMAN	Eukaryotic translation initiation factor 3 subunit C-like protein	EIF3CL	Homo sapiens (Human)	914
Q99613	Q99613	reviewed	EIF3C_HUMAN	Eukaryotic translation initiation factor 3 subunit C (eIF3c) (Eukaryotic translation initiation factor 3 subunit 8) (eIF3 p110)	EIF3C EIF3S8	Homo sapiens (Human)	913
P23193	P23193	reviewed	TCEA1_HUMAN	Transcription elongation factor A protein 1 (Transcription elongation factor S-II protein 1) (Transcription elongation factor TFIIS.o)	TCEA1 GTF2S TFIIS	Homo sapiens (Human)	301
Q92934	Q92934	reviewed	BAD_HUMAN	Bcl2-associated agonist of cell death (BAD) (Bcl-2-binding component 6) (Bcl-2-like protein 8) (Bcl2-L-8) (Bcl-xL/Bcl-2-associated death promoter) (Bcl2 antagonist of cell death)	BAD BBC6 BCL2L8	Homo sapiens (Human)	168
Q9Y5J1	Q9Y5J1	reviewed	UTP18_HUMAN	U3 small nucleolar RNA-associated protein 18 homolog (WD repeat-containing protein 50)	UTP18 WDR50 CDABP0061 CGI-48	Homo sapiens (Human)	556
P11277	P11277	reviewed	SPTB1_HUMAN	Spectrin beta chain, erythrocytic (Beta-I spectrin)	SPTB SPTB1	Homo sapiens (Human)	2137
Q9H4A6	Q9H4A6	reviewed	GOLP3_HUMAN	Golgi phosphoprotein 3 (Coat protein GPP34) (Mitochondrial DNA absence factor) (MIDAS)	GOLPH3 GPP34	Homo sapiens (Human)	298
Q15435	Q15435	reviewed	PP1R7_HUMAN	Protein phosphatase 1 regulatory subunit 7 (Protein phosphatase 1 regulatory subunit 22)	PPP1R7 SDS22	Homo sapiens (Human)	360
Q9Y5S9	Q9Y5S9	reviewed	RBM8A_HUMAN	RNA-binding protein 8A (Binder of OVCA1-1) (BOV-1) (RNA-binding motif protein 8A) (RNA-binding protein Y14) (Ribonucleoprotein RBM8A)	RBM8A RBM8 HSPC114 MDS014	Homo sapiens (Human)	174
Q96I15	Q96I15	reviewed	SCLY_HUMAN	Selenocysteine lyase (hSCL) (EC 4.4.1.16)	SCLY SCL	Homo sapiens (Human)	445
Q9H0D6	Q9H0D6	reviewed	XRN2_HUMAN	5'-3' exoribonuclease 2 (EC 3.1.13.-) (DHM1-like protein) (DHP protein)	XRN2	Homo sapiens (Human)	950
P22626	P22626	reviewed	ROA2_HUMAN	Heterogeneous nuclear ribonucleoproteins A2/B1 (hnRNP A2/B1)	HNRNPA2B1 HNRPA2B1	Homo sapiens (Human)	353
Q02880	Q02880	reviewed	TOP2B_HUMAN	DNA topoisomerase 2-beta (EC 5.6.2.2) (DNA topoisomerase II, beta isozyme)	TOP2B	Homo sapiens (Human)	1626
Q9P2K5	Q9P2K5	reviewed	MYEF2_HUMAN	Myelin expression factor 2 (MEF-2) (MyEF-2) (MST156)	MYEF2 KIAA1341	Homo sapiens (Human)	600
P13591	P13591	reviewed	NCAM1_HUMAN	Neural cell adhesion molecule 1 (N-CAM-1) (NCAM-1) (CD antigen CD56)	NCAM1 NCAM	Homo sapiens (Human)	858
Q8NF91	Q8NF91	reviewed	SYNE1_HUMAN	Nesprin-1 (Enaptin) (KASH domain-containing protein 1) (KASH1) (Myocyte nuclear envelope protein 1) (Myne-1) (Nuclear envelope spectrin repeat protein 1) (Synaptic nuclear envelope protein 1) (Syne-1)	SYNE1 C6orf98 KIAA0796 KIAA1262 KIAA1756 MYNE1	Homo sapiens (Human)	8797
Q96NB3	Q96NB3	reviewed	ZN830_HUMAN	Zinc finger protein 830 (Coiled-coil domain-containing protein 16)	ZNF830 CCDC16	Homo sapiens (Human)	372
P09651	P09651	reviewed	ROA1_HUMAN	Heterogeneous nuclear ribonucleoprotein A1 (hnRNP A1) (Helix-destabilizing protein) (Single-strand RNA-binding protein) (hnRNP core protein A1) [Cleaved into: Heterogeneous nuclear ribonucleoprotein A1, N-terminally processed]	HNRNPA1 HNRPA1	Homo sapiens (Human)	372
Q05086	Q05086	reviewed	UBE3A_HUMAN	Ubiquitin-protein ligase E3A (EC 2.3.2.26) (E6AP ubiquitin-protein ligase) (HECT-type ubiquitin transferase E3A) (Human papillomavirus E6-associated protein) (Oncogenic protein-associated protein E6-AP) (Renal carcinoma antigen NY-REN-54)	UBE3A E6AP EPVE6AP HPVE6A	Homo sapiens (Human)	875
Q01518	Q01518	reviewed	CAP1_HUMAN	Adenylyl cyclase-associated protein 1 (CAP 1)	CAP1 CAP	Homo sapiens (Human)	475
P07359	P07359	reviewed	GP1BA_HUMAN	Platelet glycoprotein Ib alpha chain (GP-Ib alpha) (GPIb-alpha) (GPIbA) (Glycoprotein Ibalpha) (Antigen CD42b-alpha) (CD antigen CD42b) [Cleaved into: Glycocalicin]	GP1BA	Homo sapiens (Human)	652
Q8TBE3	Q8TBE3	reviewed	FNDC9_HUMAN	Fibronectin type III domain-containing protein 9	FNDC9 C5orf40	Homo sapiens (Human)	224
Q9UN86	Q9UN86	reviewed	G3BP2_HUMAN	Ras GTPase-activating protein-binding protein 2 (G3BP-2) (GAP SH3 domain-binding protein 2)	G3BP2 KIAA0660	Homo sapiens (Human)	482
Q92995	Q92995	reviewed	UBP13_HUMAN	Ubiquitin carboxyl-terminal hydrolase 13 (EC 3.4.19.12) (Deubiquitinating enzyme 13) (Isopeptidase T-3) (ISOT-3) (Ubiquitin thioesterase 13) (Ubiquitin-specific-processing protease 13)	USP13 ISOT3	Homo sapiens (Human)	863
O95466	O95466	reviewed	FMNL1_HUMAN	Formin-like protein 1 (CLL-associated antigen KW-13) (Leukocyte formin)	FMNL1 C17orf1 C17orf1B FMNL FRL1	Homo sapiens (Human)	1100
Q99733	Q99733	reviewed	NP1L4_HUMAN	Nucleosome assembly protein 1-like 4 (Nucleosome assembly protein 2) (NAP-2)	NAP1L4 NAP2	Homo sapiens (Human)	375
O60784	O60784	reviewed	TOM1_HUMAN	Target of Myb1 membrane trafficking protein (Target of Myb protein 1)	TOM1	Homo sapiens (Human)	492
Q12857	Q12857	reviewed	NFIA_HUMAN	Nuclear factor 1 A-type (NF1-A) (Nuclear factor 1/A) (CCAAT-box-binding transcription factor) (CTF) (Nuclear factor I/A) (NF-I/A) (NFI-A) (TGGCA-binding protein)	NFIA KIAA1439	Homo sapiens (Human)	509
Q8NC56	Q8NC56	reviewed	LEMD2_HUMAN	LEM domain-containing protein 2 (hLEM2)	LEMD2	Homo sapiens (Human)	503
O00192	O00192	reviewed	ARVC_HUMAN	Splicing regulator ARVCF (Armadillo repeat protein deleted in velo-cardio-facial syndrome)	ARVCF	Homo sapiens (Human)	962
Q8TDD1	Q8TDD1	reviewed	DDX54_HUMAN	ATP-dependent RNA helicase DDX54 (EC 3.6.4.13) (ATP-dependent RNA helicase DP97) (DEAD box RNA helicase 97 kDa) (DEAD box protein 54)	DDX54	Homo sapiens (Human)	881
Q8TBC5	Q8TBC5	reviewed	ZSC18_HUMAN	Zinc finger and SCAN domain-containing protein 18 (Zinc finger protein 447)	ZSCAN18 ZNF447	Homo sapiens (Human)	510
Q96QR8	Q96QR8	reviewed	PURB_HUMAN	Transcriptional activator protein Pur-beta (Purine-rich element-binding protein B)	PURB	Homo sapiens (Human)	312
O43295	O43295	reviewed	SRGP3_HUMAN	SLIT-ROBO Rho GTPase-activating protein 3 (srGAP3) (Mental disorder-associated GAP) (Rho GTPase-activating protein 14) (WAVE-associated Rac GTPase-activating protein) (WRP)	SRGAP3 ARHGAP14 KIAA0411 KIAA1156 MEGAP SRGAP2	Homo sapiens (Human)	1099
Q8TDJ6	Q8TDJ6	reviewed	DMXL2_HUMAN	DmX-like protein 2 (Rabconnectin-3)	DMXL2 KIAA0856	Homo sapiens (Human)	3036
Q92608	Q92608	reviewed	DOCK2_HUMAN	Dedicator of cytokinesis protein 2	DOCK2 KIAA0209	Homo sapiens (Human)	1830
O94826	O94826	reviewed	TOM70_HUMAN	Mitochondrial import receptor subunit TOM70 (Mitochondrial precursor proteins import receptor) (Translocase of outer membrane 70 kDa subunit) (Translocase of outer mitochondrial membrane protein 70)	TOMM70 KIAA0719 TOM70 TOMM70A	Homo sapiens (Human)	608
Q15061	Q15061	reviewed	WDR43_HUMAN	WD repeat-containing protein 43 (U3 small nucleolar RNA-associated protein 5 homolog)	WDR43 KIAA0007 UTP5	Homo sapiens (Human)	677
P02794	P02794	reviewed	FRIH_HUMAN	Ferritin heavy chain (Ferritin H subunit) (EC 1.16.3.1) (Cell proliferation-inducing gene 15 protein) [Cleaved into: Ferritin heavy chain, N-terminally processed]	FTH1 FTH FTHL6 OK/SW-cl.84 PIG15	Homo sapiens (Human)	183
Q14498	Q14498	reviewed	RBM39_HUMAN	RNA-binding protein 39 (CAPER alpha) (CAPERalpha) (Hepatocellular carcinoma protein 1) (RNA-binding motif protein 39) (RNA-binding region-containing protein 2) (Splicing factor HCC1)	RBM39 HCC1 RNPC2	Homo sapiens (Human)	530
Q4L180	Q4L180	reviewed	FIL1L_HUMAN	Filamin A-interacting protein 1-like (130 kDa GPBP-interacting protein) (90 kDa GPBP-interacting protein) (Protein down-regulated in ovarian cancer 1) (DOC-1)	FILIP1L COL4A3BPIP DOC1 GIP90	Homo sapiens (Human)	1135
Q96FV9	Q96FV9	reviewed	THOC1_HUMAN	THO complex subunit 1 (Tho1) (Nuclear matrix protein p84) (p84N5) (hTREX84)	THOC1 HPR1	Homo sapiens (Human)	657
Q8TEA8	Q8TEA8	reviewed	DTD1_HUMAN	D-aminoacyl-tRNA deacylase 1 (DTD) (EC 3.1.1.96) (DNA-unwinding element-binding protein B) (DUE-B) (Gly-tRNA(Ala) deacylase) (Histidyl-tRNA synthase-related)	DTD1 C20orf88 DUEB HARS2	Homo sapiens (Human)	209
P50479	P50479	reviewed	PDLI4_HUMAN	PDZ and LIM domain protein 4 (LIM protein RIL) (Reversion-induced LIM protein)	PDLIM4 RIL	Homo sapiens (Human)	330
O00559	O00559	reviewed	RCAS1_HUMAN	Receptor-binding cancer antigen expressed on SiSo cells (Cancer-associated surface antigen RCAS1) (Estrogen receptor-binding fragment-associated gene 9 protein)	EBAG9 RCAS1	Homo sapiens (Human)	213
A2AJT9	A2AJT9	reviewed	BCLA3_HUMAN	BCLAF1 and THRAP3 family member 3	BCLAF3 CXorf23	Homo sapiens (Human)	711
Q14103	Q14103	reviewed	HNRPD_HUMAN	Heterogeneous nuclear ribonucleoprotein D0 (hnRNP D0) (AU-rich element RNA-binding protein 1)	HNRNPD AUF1 HNRPD	Homo sapiens (Human)	355
Q99523	Q99523	reviewed	SORT_HUMAN	Sortilin (100 kDa NT receptor) (Glycoprotein 95) (Gp95) (Neurotensin receptor 3) (NT3) (NTR3)	SORT1	Homo sapiens (Human)	831
Q01831	Q01831	reviewed	XPC_HUMAN	DNA repair protein complementing XP-C cells (Xeroderma pigmentosum group C-complementing protein) (p125)	XPC XPCC	Homo sapiens (Human)	940
Q8TDZ2	Q8TDZ2	reviewed	MICA1_HUMAN	[F-actin]-monooxygenase MICAL1 (EC 1.14.13.225) (EC 1.6.3.1) (Molecule interacting with CasL protein 1) (MICAL-1) (NEDD9-interacting protein with calponin homology and LIM domains)	MICAL1 MICAL NICAL	Homo sapiens (Human)	1067
P49585	P49585	reviewed	PCY1A_HUMAN	Choline-phosphate cytidylyltransferase A (EC 2.7.7.15) (CCT-alpha) (CTP:phosphocholine cytidylyltransferase A) (CCT A) (CT A) (Phosphorylcholine transferase A)	PCYT1A CTPCT PCYT1	Homo sapiens (Human)	367
O95400	O95400	reviewed	CD2B2_HUMAN	CD2 antigen cytoplasmic tail-binding protein 2 (CD2 cytoplasmic domain-binding protein 2) (CD2 tail-binding protein 2) (U5 snRNP 52K protein) (U5-52K)	CD2BP2 KIAA1178	Homo sapiens (Human)	341
P78352	P78352	reviewed	DLG4_HUMAN	Disks large homolog 4 (Postsynaptic density protein 95) (PSD-95) (Synapse-associated protein 90) (SAP-90) (SAP90)	DLG4 PSD95	Homo sapiens (Human)	724
P58012	P58012	reviewed	FOXL2_HUMAN	Forkhead box protein L2	FOXL2	Homo sapiens (Human)	376
Q9UNE7	Q9UNE7	reviewed	CHIP_HUMAN	E3 ubiquitin-protein ligase CHIP (EC 2.3.2.27) (Antigen NY-CO-7) (CLL-associated antigen KW-8) (Carboxy terminus of Hsp70-interacting protein) (RING-type E3 ubiquitin transferase CHIP) (STIP1 homology and U box-containing protein 1)	STUB1 CHIP PP1131	Homo sapiens (Human)	303
P55081	P55081	reviewed	MFAP1_HUMAN	Microfibrillar-associated protein 1 (Spliceosome B complex protein MFAP1)	MFAP1	Homo sapiens (Human)	439
Q641Q2	Q641Q2	reviewed	WAC2A_HUMAN	WASH complex subunit 2A	WASHC2A FAM21A FAM21B	Homo sapiens (Human)	1341
O95180	O95180	reviewed	CAC1H_HUMAN	Voltage-dependent T-type calcium channel subunit alpha-1H (Low-voltage-activated calcium channel alpha1 3.2 subunit) (Voltage-gated calcium channel subunit alpha Cav3.2)	CACNA1H	Homo sapiens (Human)	2353
P05386	P05386	reviewed	RLA1_HUMAN	Large ribosomal subunit protein P1 (60S acidic ribosomal protein P1)	RPLP1 RRP1	Homo sapiens (Human)	114
P05387	P05387	reviewed	RLA2_HUMAN	Large ribosomal subunit protein P2 (60S acidic ribosomal protein P2) (Renal carcinoma antigen NY-REN-44)	RPLP2 D11S2243E RPP2	Homo sapiens (Human)	115
P31942	P31942	reviewed	HNRH3_HUMAN	Heterogeneous nuclear ribonucleoprotein H3 (hnRNP H3) (Heterogeneous nuclear ribonucleoprotein 2H9) (hnRNP 2H9)	HNRNPH3 HNRPH3	Homo sapiens (Human)	346
O14745	O14745	reviewed	NHRF1_HUMAN	Na(+)/H(+) exchange regulatory cofactor NHE-RF1 (NHERF-1) (Ezrin-radixin-moesin-binding phosphoprotein 50) (EBP50) (Regulatory cofactor of Na(+)/H(+) exchanger) (Sodium-hydrogen exchanger regulatory factor 1) (Solute carrier family 9 isoform A3 regulatory factor 1)	NHERF1 NHERF SLC9A3R1	Homo sapiens (Human)	358
Q8TB36	Q8TB36	reviewed	GDAP1_HUMAN	Ganglioside-induced differentiation-associated protein 1 (GDAP1)	GDAP1	Homo sapiens (Human)	358
Q96KC8	Q96KC8	reviewed	DNJC1_HUMAN	DnaJ homolog subfamily C member 1 (DnaJ protein homolog MTJ1)	DNAJC1 HTJ1	Homo sapiens (Human)	554
O14939	O14939	reviewed	PLD2_HUMAN	Phospholipase D2 (PLD 2) (hPLD2) (EC 3.1.4.4) (Choline phosphatase 2) (PLD1C) (Phosphatidylcholine-hydrolyzing phospholipase D2)	PLD2	Homo sapiens (Human)	933
Q16778	Q16778	reviewed	H2B2E_HUMAN	Histone H2B type 2-E (H2B-clustered histone 21) (Histone H2B-GL105) (Histone H2B.q) (H2B/q)	H2BC21 H2BFQ HIST2H2BE	Homo sapiens (Human)	126
Q5QNW6	Q5QNW6	reviewed	H2B2F_HUMAN	Histone H2B type 2-F (H2B-clustered histone 18)	H2BC18 HIST2H2BF	Homo sapiens (Human)	126
Q99879	Q99879	reviewed	H2B1M_HUMAN	Histone H2B type 1-M (Histone H2B.e) (H2B/e)	H2BC14 H2BFE HIST1H2BM	Homo sapiens (Human)	126
A0A2R8Y619	A0A2R8Y619	reviewed	H2BK1_HUMAN	Histone H2B type 2-K1 (Histone H2B type 2-E1)	H2BK1 H2BE1	Homo sapiens (Human)	122
P33778	P33778	reviewed	H2B1B_HUMAN	Histone H2B type 1-B (H2B-clustered histone 3) (Histone H2B.1) (Histone H2B.f) (H2B/f)	H2BC3 H2BFF HIST1H2BB	Homo sapiens (Human)	126
P58876	P58876	reviewed	H2B1D_HUMAN	Histone H2B type 1-D (H2B-clustered histone 5) (HIRA-interacting protein 2) (Histone H2B.1 B) (Histone H2B.b) (H2B/b)	H2BC5 H2BFB HIRIP2 HIST1H2BD	Homo sapiens (Human)	126
Q96A08	Q96A08	reviewed	H2B1A_HUMAN	Histone H2B type 1-A (Histone H2B, testis) (TSH2B.1) (hTSH2B) (Testis-specific histone H2B)	H2BC1 HIST1H2BA TSH2B	Homo sapiens (Human)	127
Q93079	Q93079	reviewed	H2B1H_HUMAN	Histone H2B type 1-H (H2B-clustered histone 9) (Histone H2B.j) (H2B/j)	H2BC9 H2BFJ HIST1H2BH	Homo sapiens (Human)	126
O60814	O60814	reviewed	H2B1K_HUMAN	Histone H2B type 1-K (H2B K) (HIRA-interacting protein 1)	H2BC12 H2BFT HIRIP1 HIST1H2BK	Homo sapiens (Human)	126
Q99880	Q99880	reviewed	H2B1L_HUMAN	Histone H2B type 1-L (Histone H2B.c) (H2B/c)	H2BC13 H2BFC HIST1H2BL	Homo sapiens (Human)	126
P62807	P62807	reviewed	H2B1C_HUMAN	Histone H2B type 1-C/E/F/G/I (Histone H2B.1 A) (Histone H2B.a) (H2B/a) (Histone H2B.g) (H2B/g) (Histone H2B.h) (H2B/h) (Histone H2B.k) (H2B/k) (Histone H2B.l) (H2B/l)	H2BC4 H2BFL HIST1H2BC; H2BC6 H2BFH HIST1H2BE; H2BC7 H2BFG HIST1H2BF; H2BC8 H2BFA HIST1H2BG; H2BC10 H2BFK HIST1H2BI	Homo sapiens (Human)	126
P57053	P57053	reviewed	H2BFS_HUMAN	Histone H2B type F-S (H2B-clustered histone 12 like) (H2B.S histone 1) (Histone H2B.s) (H2B/s)	H2BC12L H2BFS H2BS1	Homo sapiens (Human)	126
Q8N257	Q8N257	reviewed	H2B3B_HUMAN	Histone H2B type 3-B (H2B type 12) (H2B-clustered histone 26) (H2B.U histone 1)	H2BC26 H2BU1 HIST3H2BB	Homo sapiens (Human)	126
P06899	P06899	reviewed	H2B1J_HUMAN	Histone H2B type 1-J (Histone H2B.1) (Histone H2B.r) (H2B/r)	H2BC11 H2BFR HIST1H2BJ	Homo sapiens (Human)	126
P23527	P23527	reviewed	H2B1O_HUMAN	Histone H2B type 1-O (H2B-clustered histone 17) (Histone H2B.2) (Histone H2B.n) (H2B/n)	H2BC17 H2BFH H2BFN HIST1H2BO	Homo sapiens (Human)	126
Q99877	Q99877	reviewed	H2B1N_HUMAN	Histone H2B type 1-N (Histone H2B.d) (H2B/d)	H2BC15 H2BFD HIST1H2BN	Homo sapiens (Human)	126
P11308	P11308	reviewed	ERG_HUMAN	Transcriptional regulator ERG (Transforming protein ERG)	ERG	Homo sapiens (Human)	479
Q8ND76	Q8ND76	reviewed	CCNY_HUMAN	Cyclin-Y (Cyc-Y) (Cyclin box protein 1) (Cyclin fold protein 1) (cyclin-X)	CCNY C10orf9 CBCP1 CFP1	Homo sapiens (Human)	341
Q12982	Q12982	reviewed	BNIP2_HUMAN	BCL2/adenovirus E1B 19 kDa protein-interacting protein 2	BNIP2 NIP2	Homo sapiens (Human)	314
Q8IWS0	Q8IWS0	reviewed	PHF6_HUMAN	PHD finger protein 6 (PHD-like zinc finger protein)	PHF6 CENP-31 KIAA1823	Homo sapiens (Human)	365
Q02447	Q02447	reviewed	SP3_HUMAN	Transcription factor Sp3 (SPR-2)	SP3	Homo sapiens (Human)	781
Q92823	Q92823	reviewed	NRCAM_HUMAN	Neuronal cell adhesion molecule (Nr-CAM) (Neuronal surface protein Bravo) (hBravo) (NgCAM-related cell adhesion molecule) (Ng-CAM-related)	NRCAM KIAA0343	Homo sapiens (Human)	1304
