From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
Q99797	Q99797	reviewed	MIPEP_HUMAN	Mitochondrial intermediate peptidase (MIP) (EC 3.4.24.59)	MIPEP MIP	Homo sapiens (Human)	713
Q9UEY8	Q9UEY8	reviewed	ADDG_HUMAN	Gamma-adducin (Adducin-like protein 70)	ADD3 ADDL	Homo sapiens (Human)	706
O60826	O60826	reviewed	CCD22_HUMAN	Coiled-coil domain-containing protein 22	CCDC22 CXorf37 JM1	Homo sapiens (Human)	627
P24310	P24310	reviewed	CX7A1_HUMAN	Cytochrome c oxidase subunit 7A1, mitochondrial (Cytochrome c oxidase subunit VIIa-heart) (Cytochrome c oxidase subunit VIIa-H) (Cytochrome c oxidase subunit VIIa-muscle) (Cytochrome c oxidase subunit VIIa-M)	COX7A1 COX7AH	Homo sapiens (Human)	79
Q96DA2	Q96DA2	reviewed	RB39B_HUMAN	Ras-related protein Rab-39B	RAB39B	Homo sapiens (Human)	213
Q86XE3	Q86XE3	reviewed	MICU3_HUMAN	Calcium uptake protein 3, mitochondrial (EF-hand domain-containing family member A2)	MICU3 EFHA2	Homo sapiens (Human)	530
P15586	P15586	reviewed	GNS_HUMAN	N-acetylglucosamine-6-sulfatase (EC 3.1.6.14) (Glucosamine-6-sulfatase) (G6S)	GNS	Homo sapiens (Human)	552
Q99627	Q99627	reviewed	CSN8_HUMAN	COP9 signalosome complex subunit 8 (SGN8) (Signalosome subunit 8) (COP9 homolog) (hCOP9) (JAB1-containing signalosome subunit 8)	COPS8 CSN8	Homo sapiens (Human)	209
Q9Y3E0	Q9Y3E0	reviewed	GOT1B_HUMAN	Vesicle transport protein GOT1B (Germ cell tumor 2) (Golgi transport 1 homolog B) (Putative NF-kappa-B-activating protein 470) (hGOT1a)	GOLT1B GCT2 GOT1A CGI-141 HDCMA39P UNQ432/PRO793	Homo sapiens (Human)	138
P00352	P00352	reviewed	AL1A1_HUMAN	Aldehyde dehydrogenase 1A1 (EC 1.2.1.19) (EC 1.2.1.28) (EC 1.2.1.3) (EC 1.2.1.36) (3-deoxyglucosone dehydrogenase) (ALDH-E1) (ALHDII) (Aldehyde dehydrogenase family 1 member A1) (Aldehyde dehydrogenase, cytosolic) (Retinal dehydrogenase 1) (RALDH 1) (RalDH1)	ALDH1A1 ALDC ALDH1 PUMB1	Homo sapiens (Human)	501
Q6NUQ4	Q6NUQ4	reviewed	TM214_HUMAN	Transmembrane protein 214	TMEM214 PP446	Homo sapiens (Human)	689
Q8IXB1	Q8IXB1	reviewed	DJC10_HUMAN	DnaJ homolog subfamily C member 10 (EC 1.8.4.-) (Endoplasmic reticulum DNA J domain-containing protein 5) (ER-resident protein ERdj5) (ERdj5) (Macrothioredoxin) (MTHr)	DNAJC10 ERDJ5 UNQ495/PRO1012	Homo sapiens (Human)	793
P21589	P21589	reviewed	5NTD_HUMAN	5'-nucleotidase (5'-NT) (EC 3.1.3.35) (EC 3.1.3.5) (EC 3.1.3.89) (EC 3.1.3.91) (EC 3.1.3.99) (5'-deoxynucleotidase) (Ecto-5'-nucleotidase) (IMP-specific 5'-nucleotidase) (Thymidylate 5'-phosphatase) (CD antigen CD73)	NT5E NT5 NTE	Homo sapiens (Human)	574
Q9Y6C9	Q9Y6C9	reviewed	MTCH2_HUMAN	Mitochondrial carrier homolog 2 (Met-induced mitochondrial protein)	MTCH2 MIMP HSPC032	Homo sapiens (Human)	303
Q9BVK8	Q9BVK8	reviewed	TM147_HUMAN	BOS complex subunit TMEM147 (Protein NIFIE 14) (Transmembrane protein 147)	TMEM147	Homo sapiens (Human)	224
Q9NVJ2	Q9NVJ2	reviewed	ARL8B_HUMAN	ADP-ribosylation factor-like protein 8B (EC 3.6.5.2) (ADP-ribosylation factor-like protein 10C) (Novel small G protein indispensable for equal chromosome segregation 1)	ARL8B ARL10C GIE1	Homo sapiens (Human)	186
P16930	P16930	reviewed	FAAA_HUMAN	Fumarylacetoacetase (FAA) (EC 3.7.1.2) (Beta-diketonase) (Fumarylacetoacetate hydrolase)	FAH	Homo sapiens (Human)	419
Q9BQD3	Q9BQD3	reviewed	KXDL1_HUMAN	KxDL motif-containing protein 1	KXD1 C19orf50	Homo sapiens (Human)	176
Q96GQ5	Q96GQ5	reviewed	RUSF1_HUMAN	RUS family member 1	RUSF1 C16orf58	Homo sapiens (Human)	468
Q9Y296	Q9Y296	reviewed	TPPC4_HUMAN	Trafficking protein particle complex subunit 4 (Hematopoietic stem/progenitor cell protein 172) (Synbindin) (TRS23 homolog)	TRAPPC4 SBDN CGI-104 HSPC172 PTD009	Homo sapiens (Human)	219
P15502	P15502	reviewed	ELN_HUMAN	Elastin (Tropoelastin)	ELN	Homo sapiens (Human)	786
P00403	P00403	reviewed	COX2_HUMAN	Cytochrome c oxidase subunit 2 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide II)	MT-CO2 COII COX2 COXII MTCO2	Homo sapiens (Human)	227
Q15052	Q15052	reviewed	ARHG6_HUMAN	Rho guanine nucleotide exchange factor 6 (Alpha-Pix) (COOL-2) (PAK-interacting exchange factor alpha) (Rac/Cdc42 guanine nucleotide exchange factor 6)	ARHGEF6 COOL2 KIAA0006 PIXA	Homo sapiens (Human)	776
Q96RK4	Q96RK4	reviewed	BBS4_HUMAN	Bardet-Biedl syndrome 4 protein	BBS4	Homo sapiens (Human)	519
Q9BYD2	Q9BYD2	reviewed	RM09_HUMAN	Large ribosomal subunit protein bL9m (39S ribosomal protein L9, mitochondrial) (L9mt) (MRP-L9)	MRPL9	Homo sapiens (Human)	267
O95182	O95182	reviewed	NDUA7_HUMAN	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7 (Complex I-B14.5a) (CI-B14.5a) (NADH-ubiquinone oxidoreductase subunit B14.5a)	NDUFA7	Homo sapiens (Human)	113
P06576	P06576	reviewed	ATPB_HUMAN	ATP synthase subunit beta, mitochondrial (EC 7.1.2.2) (ATP synthase F1 subunit beta)	ATP5F1B ATP5B ATPMB ATPSB	Homo sapiens (Human)	529
Q86TP1	Q86TP1	reviewed	PRUN1_HUMAN	Exopolyphosphatase PRUNE1 (EC 3.6.1.1) (Drosophila-related expressed sequence 17) (DRES-17) (DRES17) (HTcD37) (Protein prune homolog 1) (hPrune)	PRUNE1 PRUNE	Homo sapiens (Human)	453
Q5TF21	Q5TF21	reviewed	SOGA3_HUMAN	Protein SOGA3	SOGA3 C6orf174	Homo sapiens (Human)	947
B9A064	B9A064	reviewed	IGLL5_HUMAN	Immunoglobulin lambda-like polypeptide 5 (G lambda-1) (Germline immunoglobulin lambda 1)	IGLL5	Homo sapiens (Human)	214
Q9BVC5	Q9BVC5	reviewed	ASHWN_HUMAN	Ashwin	C2orf49	Homo sapiens (Human)	232
P10909	P10909	reviewed	CLUS_HUMAN	Clusterin (Aging-associated gene 4 protein) (Apolipoprotein J) (Apo-J) (Complement cytolysis inhibitor) (CLI) (Complement-associated protein SP-40,40) (Ku70-binding protein 1) (NA1/NA2) (Sulfated glycoprotein 2) (SGP-2) (Testosterone-repressed prostate message 2) (TRPM-2) [Cleaved into: Clusterin beta chain (ApoJalpha) (Complement cytolysis inhibitor a chain) (SP-40,40 beta-chain); Clusterin alpha chain (ApoJbeta) (Complement cytolysis inhibitor b chain) (SP-40,40 alpha-chain)]	CLU APOJ CLI KUB1 AAG4	Homo sapiens (Human)	449
Q12860	Q12860	reviewed	CNTN1_HUMAN	Contactin-1 (Glycoprotein gp135) (Neural cell surface protein F3)	CNTN1	Homo sapiens (Human)	1018
Q9H6F5	Q9H6F5	reviewed	CCD86_HUMAN	Coiled-coil domain-containing protein 86 (Cytokine-induced protein with coiled-coil domain)	CCDC86 CYCLON	Homo sapiens (Human)	360
Q71UM5	Q71UM5	reviewed	RS27L_HUMAN	Ribosomal protein eS27-like (40S ribosomal protein S27-like) (Small ribosomal subunit protein eS27-like)	RPS27L	Homo sapiens (Human)	84
P50213	P50213	reviewed	IDH3A_HUMAN	Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial (EC 1.1.1.41) (Isocitric dehydrogenase subunit alpha) (NAD(+)-specific ICDH subunit alpha)	IDH3A	Homo sapiens (Human)	366
Q9UKM7	Q9UKM7	reviewed	MA1B1_HUMAN	Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase (EC 3.2.1.113) (ER alpha-1,2-mannosidase) (ER mannosidase 1) (ERMan1) (Man9GlcNAc2-specific-processing alpha-mannosidase) (Mannosidase alpha class 1B member 1)	MAN1B1 UNQ747/PRO1477	Homo sapiens (Human)	699
P40763	P40763	reviewed	STAT3_HUMAN	Signal transducer and activator of transcription 3 (Acute-phase response factor)	STAT3 APRF	Homo sapiens (Human)	770
Q5VSL9	Q5VSL9	reviewed	STRP1_HUMAN	Striatin-interacting protein 1 (Protein FAM40A)	STRIP1 FAM40A KIAA1761	Homo sapiens (Human)	837
Q969X1	Q969X1	reviewed	LFG3_HUMAN	Protein lifeguard 3 (Protein RECS1 homolog) (Transmembrane BAX inhibitor motif-containing protein 1)	TMBIM1 LFG3 RECS1 PP1201 PSEC0158	Homo sapiens (Human)	311
O43447	O43447	reviewed	PPIH_HUMAN	Peptidyl-prolyl cis-trans isomerase H (PPIase H) (EC 5.2.1.8) (Rotamase H) (Small nuclear ribonucleoprotein particle-specific cyclophilin H) (CypH) (U-snRNP-associated cyclophilin SnuCyp-20) (USA-CYP)	PPIH CYP20 CYPH	Homo sapiens (Human)	177
Q05516	Q05516	reviewed	ZBT16_HUMAN	Zinc finger and BTB domain-containing protein 16 (Promyelocytic leukemia zinc finger protein) (Zinc finger protein 145) (Zinc finger protein PLZF)	ZBTB16 PLZF ZNF145	Homo sapiens (Human)	673
Q01484	Q01484	reviewed	ANK2_HUMAN	Ankyrin-2 (ANK-2) (Ankyrin-B) (Brain ankyrin) (Non-erythroid ankyrin)	ANK2 ANKB	Homo sapiens (Human)	3957
P33908	P33908	reviewed	MA1A1_HUMAN	Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA (EC 3.2.1.113) (Man(9)-alpha-mannosidase) (Man9-mannosidase) (Mannosidase alpha class 1A member 1) (Processing alpha-1,2-mannosidase IA) (Alpha-1,2-mannosidase IA)	MAN1A1	Homo sapiens (Human)	653
O60499	O60499	reviewed	STX10_HUMAN	Syntaxin-10 (Syn10)	STX10 SYN10	Homo sapiens (Human)	249
P27216	P27216	reviewed	ANX13_HUMAN	Annexin A13 (Annexin XIII) (Annexin-13) (Intestine-specific annexin) (ISA)	ANXA13 ANX13	Homo sapiens (Human)	316
P53708	P53708	reviewed	ITA8_HUMAN	Integrin alpha-8 [Cleaved into: Integrin alpha-8 heavy chain; Integrin alpha-8 light chain]	ITGA8	Homo sapiens (Human)	1063
A0A0C4DH38	A0A0C4DH38	reviewed	HV551_HUMAN	Immunoglobulin heavy variable 5-51	IGHV5-51	Homo sapiens (Human)	117
Q9H490	Q9H490	reviewed	PIGU_HUMAN	Phosphatidylinositol glycan anchor biosynthesis class U protein (Cell division cycle protein 91-like 1) (Protein CDC91-like 1) (GPI transamidase component PIG-U)	PIGU CDC91L1 PSEC0205 UNQ3055/PRO9875	Homo sapiens (Human)	435
Q9NPJ3	Q9NPJ3	reviewed	ACO13_HUMAN	Acyl-coenzyme A thioesterase 13 (Acyl-CoA thioesterase 13) (EC 3.1.2.-) (Hotdog-fold thioesterase superfamily member 2) (Palmitoyl-CoA hydrolase) (EC 3.1.2.2) (Thioesterase superfamily member 2) (THEM2) [Cleaved into: Acyl-coenzyme A thioesterase 13, N-terminally processed]	ACOT13 THEM2 HT012 PNAS-27	Homo sapiens (Human)	140
Q6UXH1	Q6UXH1	reviewed	CREL2_HUMAN	Protein disulfide isomerase CRELD2 (EC 5.3.4.1) (Cysteine-rich with EGF-like domain protein 2)	CRELD2 UNQ185/PRO211	Homo sapiens (Human)	353
Q9Y375	Q9Y375	reviewed	CIA30_HUMAN	Complex I intermediate-associated protein 30, mitochondrial (NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 1)	NDUFAF1 CIA30 CGI-65	Homo sapiens (Human)	327
Q17R89	Q17R89	reviewed	RHG44_HUMAN	Rho GTPase-activating protein 44 (NPC-A-10) (Rho-type GTPase-activating protein RICH2) (RhoGAP interacting with CIP4 homologs protein 2) (RICH-2)	ARHGAP44 KIAA0672 RICH2	Homo sapiens (Human)	818
O75569	O75569	reviewed	PRKRA_HUMAN	Interferon-inducible double-stranded RNA-dependent protein kinase activator A (PKR-associated protein X) (PKR-associating protein X) (Protein activator of the interferon-induced protein kinase) (Protein kinase, interferon-inducible double-stranded RNA-dependent activator)	PRKRA PACT RAX HSD-14 HSD14	Homo sapiens (Human)	313
Q9Y4W6	Q9Y4W6	reviewed	AFG32_HUMAN	AFG3-like protein 2 (EC 3.4.24.-) (Paraplegin-like protein)	AFG3L2	Homo sapiens (Human)	797
P28070	P28070	reviewed	PSB4_HUMAN	Proteasome subunit beta type-4 (26 kDa prosomal protein) (HsBPROS26) (PROS-26) (Macropain beta chain) (Multicatalytic endopeptidase complex beta chain) (Proteasome beta chain) (Proteasome chain 3) (HsN3)	PSMB4 PROS26	Homo sapiens (Human)	264
P28907	P28907	reviewed	CD38_HUMAN	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1 (EC 3.2.2.-) (EC 3.2.2.6) (2'-phospho-ADP-ribosyl cyclase) (2'-phospho-ADP-ribosyl cyclase/2'-phospho-cyclic-ADP-ribose transferase) (EC 2.4.99.20) (2'-phospho-cyclic-ADP-ribose transferase) (ADP-ribosyl cyclase 1) (ADPRC 1) (Cyclic ADP-ribose hydrolase 1) (cADPR hydrolase 1) (T10) (CD antigen CD38)	CD38	Homo sapiens (Human)	300
Q96EC8	Q96EC8	reviewed	YIPF6_HUMAN	Protein YIPF6 (YIP1 family member 6)	YIPF6	Homo sapiens (Human)	236
A6NHL2	A6NHL2	reviewed	TBAL3_HUMAN	Tubulin alpha chain-like 3 (EC 3.6.5.-)	TUBAL3	Homo sapiens (Human)	446
Q6PI47	Q6PI47	reviewed	KCD18_HUMAN	BTB/POZ domain-containing protein KCTD18	KCTD18	Homo sapiens (Human)	426
Q6PIJ6	Q6PIJ6	reviewed	FBX38_HUMAN	F-box only protein 38	FBXO38 SP329	Homo sapiens (Human)	1188
Q92995	Q92995	reviewed	UBP13_HUMAN	Ubiquitin carboxyl-terminal hydrolase 13 (EC 3.4.19.12) (Deubiquitinating enzyme 13) (Isopeptidase T-3) (ISOT-3) (Ubiquitin thioesterase 13) (Ubiquitin-specific-processing protease 13)	USP13 ISOT3	Homo sapiens (Human)	863
Q9BZH6	Q9BZH6	reviewed	WDR11_HUMAN	WD repeat-containing protein 11 (Bromodomain and WD repeat-containing protein 2) (WD repeat-containing protein 15)	WDR11 BRWD2 KIAA1351 WDR15	Homo sapiens (Human)	1224
A7E2F4	A7E2F4	reviewed	GOG8A_HUMAN	Golgin subfamily A member 8A (88 kDa Golgi matrix protein) (GM88) (GM88 autoantigen)	GOLGA8A KIAA0855	Homo sapiens (Human)	631
Q53EL6	Q53EL6	reviewed	PDCD4_HUMAN	Programmed cell death protein 4 (Neoplastic transformation inhibitor protein) (Nuclear antigen H731-like) (Protein 197/15a)	PDCD4 H731	Homo sapiens (Human)	469
P12821	P12821	reviewed	ACE_HUMAN	Angiotensin-converting enzyme (ACE) (EC 3.4.15.1) (Dipeptidyl carboxypeptidase I) (Kininase II) (CD antigen CD143) [Cleaved into: Angiotensin-converting enzyme, soluble form]	ACE DCP DCP1	Homo sapiens (Human)	1306
Q9H223	Q9H223	reviewed	EHD4_HUMAN	EH domain-containing protein 4 (Hepatocellular carcinoma-associated protein 10/11) (PAST homolog 4)	EHD4 HCA10 HCA11 PAST4 FKSG7	Homo sapiens (Human)	541
O15382	O15382	reviewed	BCAT2_HUMAN	Branched-chain-amino-acid aminotransferase, mitochondrial (BCAT(m)) (EC 2.6.1.42) (Placental protein 18) (PP18)	BCAT2 BCATM BCT2 ECA40	Homo sapiens (Human)	392
O95619	O95619	reviewed	YETS4_HUMAN	YEATS domain-containing protein 4 (Glioma-amplified sequence 41) (Gas41) (NuMA-binding protein 1) (NuBI-1) (NuBI1)	YEATS4 GAS41	Homo sapiens (Human)	227
Q15326	Q15326	reviewed	ZMY11_HUMAN	Zinc finger MYND domain-containing protein 11 (Adenovirus 5 E1A-binding protein) (Bone morphogenetic protein receptor-associated molecule 1) (Protein BS69)	ZMYND11 BRAM1 BS69	Homo sapiens (Human)	602
Q13347	Q13347	reviewed	EIF3I_HUMAN	Eukaryotic translation initiation factor 3 subunit I (eIF3i) (Eukaryotic translation initiation factor 3 subunit 2) (TGF-beta receptor-interacting protein 1) (TRIP-1) (eIF-3-beta) (eIF3 p36)	EIF3I EIF3S2 TRIP1	Homo sapiens (Human)	325
Q8NFH5	Q8NFH5	reviewed	NUP35_HUMAN	Nucleoporin NUP35 (35 kDa nucleoporin) (Mitotic phosphoprotein 44) (MP-44) (Nuclear pore complex protein Nup53) (Nucleoporin NUP53)	NUP35 MP44 NUP53	Homo sapiens (Human)	326
Q15831	Q15831	reviewed	STK11_HUMAN	Serine/threonine-protein kinase STK11 (EC 2.7.11.1) (Liver kinase B1) (LKB1) (hLKB1) (Renal carcinoma antigen NY-REN-19)	STK11 LKB1 PJS	Homo sapiens (Human)	433
P50542	P50542	reviewed	PEX5_HUMAN	Peroxisomal targeting signal 1 receptor (PTS1 receptor) (PTS1R) (PTS1-BP) (Peroxin-5) (Peroxisomal C-terminal targeting signal import receptor) (Peroxisome receptor 1)	PEX5 PXR1	Homo sapiens (Human)	639
Q96MW5	Q96MW5	reviewed	COG8_HUMAN	Conserved oligomeric Golgi complex subunit 8 (COG complex subunit 8) (Component of oligomeric Golgi complex 8)	COG8	Homo sapiens (Human)	612
Q9H492	Q9H492	reviewed	MLP3A_HUMAN	Microtubule-associated proteins 1A/1B light chain 3A (Autophagy-related protein LC3 A) (Autophagy-related ubiquitin-like modifier LC3 A) (MAP1 light chain 3-like protein 1) (MAP1A/MAP1B light chain 3 A) (MAP1A/MAP1B LC3 A) (Microtubule-associated protein 1 light chain 3 alpha)	MAP1LC3A	Homo sapiens (Human)	121
P35442	P35442	reviewed	TSP2_HUMAN	Thrombospondin-2	THBS2 TSP2	Homo sapiens (Human)	1172
P19367	P19367	reviewed	HXK1_HUMAN	Hexokinase-1 (EC 2.7.1.1) (Brain form hexokinase) (Hexokinase type I) (HK I) (Hexokinase-A)	HK1	Homo sapiens (Human)	917
P60604	P60604	reviewed	UB2G2_HUMAN	Ubiquitin-conjugating enzyme E2 G2 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme G2) (Ubiquitin carrier protein G2) (Ubiquitin-protein ligase G2)	UBE2G2 UBC7	Homo sapiens (Human)	165
Q96S52	Q96S52	reviewed	PIGS_HUMAN	GPI transamidase component PIG-S (Phosphatidylinositol-glycan biosynthesis class S protein)	PIGS UNQ1873/PRO4316	Homo sapiens (Human)	555
P01009	P01009	reviewed	A1AT_HUMAN	Alpha-1-antitrypsin (Alpha-1 protease inhibitor) (Alpha-1-antiproteinase) (Serpin A1) [Cleaved into: Short peptide from AAT (SPAAT)]	SERPINA1 AAT PI PRO0684 PRO2209	Homo sapiens (Human)	418
Q8N7H5	Q8N7H5	reviewed	PAF1_HUMAN	RNA polymerase II-associated factor 1 homolog (hPAF1) (Pancreatic differentiation protein 2)	PAF1 PD2	Homo sapiens (Human)	531
Q96A65	Q96A65	reviewed	EXOC4_HUMAN	Exocyst complex component 4 (Exocyst complex component Sec8)	EXOC4 KIAA1699 SEC8 SEC8L1	Homo sapiens (Human)	974
P00387	P00387	reviewed	NB5R3_HUMAN	NADH-cytochrome b5 reductase 3 (B5R) (Cytochrome b5 reductase) (EC 1.6.2.2) (Diaphorase-1)	CYB5R3 DIA1	Homo sapiens (Human)	301
P01034	P01034	reviewed	CYTC_HUMAN	Cystatin-C (Cystatin-3) (Gamma-trace) (Neuroendocrine basic polypeptide) (Post-gamma-globulin)	CST3	Homo sapiens (Human)	146
Q9H0U4	Q9H0U4	reviewed	RAB1B_HUMAN	Ras-related protein Rab-1B (EC 3.6.5.2)	RAB1B	Homo sapiens (Human)	201
O00154	O00154	reviewed	BACH_HUMAN	Cytosolic acyl coenzyme A thioester hydrolase (EC 3.1.2.2) (Acyl-CoA thioesterase 7) (Brain acyl-CoA hydrolase) (BACH) (hBACH) (CTE-IIa) (CTE-II) (Long chain acyl-CoA thioester hydrolase)	ACOT7 BACH	Homo sapiens (Human)	380
Q8N2K0	Q8N2K0	reviewed	ABD12_HUMAN	Lysophosphatidylserine lipase ABHD12 (EC 3.1.-.-) (2-arachidonoylglycerol hydrolase ABHD12) (Abhydrolase domain-containing protein 12) (hABHD12) (Monoacylglycerol lipase ABHD12) (EC 3.1.1.23) (Oxidized phosphatidylserine lipase ABHD12) (EC 3.1.-.-)	ABHD12 C20orf22	Homo sapiens (Human)	398
O94925	O94925	reviewed	GLSK_HUMAN	Glutaminase kidney isoform, mitochondrial (GLS) (EC 3.5.1.2) (K-glutaminase) (L-glutamine amidohydrolase) [Cleaved into: Glutaminase kidney isoform, mitochondrial 68 kDa chain; Glutaminase kidney isoform, mitochondrial 65 kDa chain]	GLS GLS1 KIAA0838	Homo sapiens (Human)	669
Q6NTF9	Q6NTF9	reviewed	RHBD2_HUMAN	Rhomboid domain-containing protein 2	RHBDD2 RHBDL7	Homo sapiens (Human)	364
P08559	P08559	reviewed	ODPA_HUMAN	Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial (EC 1.2.4.1) (PDHE1-A type I)	PDHA1 PHE1A	Homo sapiens (Human)	390
Q9NNW7	Q9NNW7	reviewed	TRXR2_HUMAN	Thioredoxin reductase 2, mitochondrial (EC 1.8.1.9) (Selenoprotein Z) (SelZ) (TR-beta) (Thioredoxin reductase TR3)	TXNRD2 KIAA1652 TRXR2	Homo sapiens (Human)	524
Q969G5	Q969G5	reviewed	CAVN3_HUMAN	Caveolae-associated protein 3 (Cavin-3) (Protein kinase C delta-binding protein) (Serum deprivation response factor-related gene product that binds to C-kinase) (hSRBC)	CAVIN3 PRKCDBP SRBC	Homo sapiens (Human)	261
Q16527	Q16527	reviewed	CSRP2_HUMAN	Cysteine and glycine-rich protein 2 (Cysteine-rich protein 2) (CRP2) (LIM domain only protein 5) (LMO-5) (Smooth muscle cell LIM protein) (SmLIM)	CSRP2 LMO5 SMLIM	Homo sapiens (Human)	193
Q15773	Q15773	reviewed	MLF2_HUMAN	Myeloid leukemia factor 2 (Myelodysplasia-myeloid leukemia factor 2)	MLF2	Homo sapiens (Human)	248
Q9Y333	Q9Y333	reviewed	LSM2_HUMAN	U6 snRNA-associated Sm-like protein LSm2 (Protein G7b) (Small nuclear ribonuclear protein D homolog) (snRNP core Sm-like protein Sm-x5)	LSM2 C6orf28 G7B	Homo sapiens (Human)	95
Q01081	Q01081	reviewed	U2AF1_HUMAN	Splicing factor U2AF 35 kDa subunit (U2 auxiliary factor 35 kDa subunit) (U2 small nuclear RNA auxiliary factor 1) (U2 snRNP auxiliary factor small subunit)	U2AF1 U2AF35 U2AFBP FP793	Homo sapiens (Human)	240
P07711	P07711	reviewed	CATL1_HUMAN	Procathepsin L (EC 3.4.22.15) (Cathepsin L1) (Major excreted protein) (MEP) [Cleaved into: Cathepsin L; Cathepsin L heavy chain; Cathepsin L light chain]	CTSL CTSL1	Homo sapiens (Human)	333
Q9HBM0	Q9HBM0	reviewed	VEZA_HUMAN	Vezatin	VEZT	Homo sapiens (Human)	779
P13667	P13667	reviewed	PDIA4_HUMAN	Protein disulfide-isomerase A4 (EC 5.3.4.1) (Endoplasmic reticulum resident protein 70) (ER protein 70) (ERp70) (Endoplasmic reticulum resident protein 72) (ER protein 72) (ERp-72) (ERp72)	PDIA4 ERP70 ERP72	Homo sapiens (Human)	645
Q9H8Y8	Q9H8Y8	reviewed	GORS2_HUMAN	Golgi reassembly-stacking protein 2 (GRS2) (Golgi phosphoprotein 6) (GOLPH6) (Golgi reassembly-stacking protein of 55 kDa) (GRASP55) (p59)	GORASP2 GOLPH6	Homo sapiens (Human)	452
P53007	P53007	reviewed	TXTP_HUMAN	Tricarboxylate transport protein, mitochondrial (Citrate transport protein) (CTP) (Mitochondrial citrate carrier) (CIC) (Solute carrier family 25 member 1) (Tricarboxylate carrier protein)	SLC25A1 SLC20A3	Homo sapiens (Human)	311
Q5RI15	Q5RI15	reviewed	COX20_HUMAN	Cytochrome c oxidase assembly protein COX20, mitochondrial	COX20 FAM36A	Homo sapiens (Human)	118
Q8NBQ5	Q8NBQ5	reviewed	DHB11_HUMAN	Estradiol 17-beta-dehydrogenase 11 (EC 1.1.1.62) (17-beta-hydroxysteroid dehydrogenase 11) (17-beta-HSD 11) (17bHSD11) (17betaHSD11) (17-beta-hydroxysteroid dehydrogenase XI) (17-beta-HSD XI) (17betaHSDXI) (Cutaneous T-cell lymphoma-associated antigen HD-CL-03) (CTCL-associated antigen HD-CL-03) (Dehydrogenase/reductase SDR family member 8) (Retinal short-chain dehydrogenase/reductase 2) (retSDR2) (Short chain dehydrogenase/reductase family 16C member 2)	HSD17B11 DHRS8 PAN1B SDR16C2 PSEC0029 UNQ207/PRO233	Homo sapiens (Human)	300
P47985	P47985	reviewed	UCRI_HUMAN	Cytochrome b-c1 complex subunit Rieske, mitochondrial (EC 7.1.1.8) (Complex III subunit 5) (Cytochrome b-c1 complex subunit 5) (Rieske iron-sulfur protein) (RISP) (Rieske protein UQCRFS1) (Ubiquinol-cytochrome c reductase iron-sulfur subunit) [Cleaved into: Cytochrome b-c1 complex subunit 9 (Su9) (Subunit 9) (8 kDa subunit 9) (Complex III subunit IX) (Cytochrome b-c1 complex subunit 11) (UQCRFS1 mitochondrial targeting sequence) (UQCRFS1 MTS) (Ubiquinol-cytochrome c reductase 8 kDa protein)]	UQCRFS1	Homo sapiens (Human)	274
P56378	P56378	reviewed	ATP68_HUMAN	ATP synthase subunit ATP5MJ, mitochondrial (6.8 kDa mitochondrial proteolipid protein) (MLQ) (ATP synthase membrane subunit 6.8PL)	ATP5MJ ATP5MPL C14orf2 MP68 PRO1574	Homo sapiens (Human)	58
P61266	P61266	reviewed	STX1B_HUMAN	Syntaxin-1B (Syntaxin-1B1) (Syntaxin-1B2)	STX1B STX1B1 STX1B2	Homo sapiens (Human)	288
P09758	P09758	reviewed	TACD2_HUMAN	Tumor-associated calcium signal transducer 2 (Cell surface glycoprotein Trop-2) (Membrane component chromosome 1 surface marker 1) (Pancreatic carcinoma marker protein GA733-1)	TACSTD2 GA733-1 M1S1 TROP2	Homo sapiens (Human)	323
P49721	P49721	reviewed	PSB2_HUMAN	Proteasome subunit beta type-2 (Macropain subunit C7-I) (Multicatalytic endopeptidase complex subunit C7-I) (Proteasome component C7-I)	PSMB2	Homo sapiens (Human)	201
